ORIGIN,TRANSLATE,TYPE,MODULE
Order #,Pedido #,module,Magento_Paypal
Order ID,Pedido ID,module,Magento_Paypal
Order Status,Estado de pedido,module,Magento_Paypal
Order Total,Total del pedido,module,Magento_Paypal
Order Valid Period (days),Período válido del pedido (días),module,Magento_Paypal
Ordered amount of %1,Cantidad ordenada de %1,module,Magento_Paypal
Orders,Pedidos,module,Magento_Paypal
Other Payment Methods:,Otros métodos de pago:,module,Magento_Paypal
Other PayPal Payment Solutions:,Otras soluciones de pago de PayPal:,module,Magento_Paypal
Page Background Color,Color del fondo de página,module,Magento_Paypal
Page Style,Estilo de página,module,Magento_Paypal
Part of the address information matched,Parte de la información de la dirección coincidió,module,Magento_Paypal
Partner,Socio,module,Magento_Paypal
Password,Contraseña,module,Magento_Paypal
Pay,Pay,module,Magento_Paypal
Payer Address ID,Id. de dirección del pagador,module,Magento_Paypal
Payer Address Status,Estado de la dirección del comprador,module,Magento_Paypal
Payer Email,Correo electrónico del pagador,module,Magento_Paypal
Payer ID,Id. del pagador,module,Magento_Paypal
Payer Status,Situación del comprador,module,Magento_Paypal
Payflow Link,Enlace de flujo de pago,module,Magento_Paypal
Payflow Link (Includes Express Checkout),Enlace de Flujo de Pago (Incluye Compra Express),module,Magento_Paypal
Payflow Link and Express Checkout,Payflow Link y Pago exprés,module,Magento_Paypal
Payflow PNREF: #%1.,Flujo de pago PNREF: #%1.,module,Magento_Paypal
Payflow Pro,Payflow Pro,module,Magento_Paypal
Payflow Pro (Includes Express Checkout),Fujo de Pago Pro (Incluye Compra Express),module,Magento_Paypal
Payflow Pro and Express Checkout,Payflow Pro y Pago exprés,module,Magento_Paypal
payflowpro,Payflowpro,module,Magento_Paypal
Payment Action,Acción de pago,module,Magento_Paypal
Payment Amount Authorization,Autorización de la cantidad de pago,module,Magento_Paypal
Payment Applicable From,Pago posible desde,module,Magento_Paypal
Payment authorization has been successfully created.,Autorización de pago ha sido creada con éxito.,module,Magento_Paypal
Payment error. %value was not found.,Error en el pago.. %value no fue encontrado.,module,Magento_Paypal
Payment Gateway is unreachable at the moment. Please use another payment option.,Pasarela de pago es inalcanzable en este momento. Utilice otro método de pago.,module,Magento_Paypal
Payment Method,Método de pago,module,Magento_Paypal
Payment Method:,Método de pago:,module,Magento_Paypal
Payment Refund initiated by merchant,Reembolso de Pago iniciado por el comerciante,module,Magento_Paypal
Payments Advanced,Payments Advanced,module,Magento_Paypal
Payments Advanced (Includes Express Checkout),Pagos Avanzados (Incluye Compras Express),module,Magento_Paypal
Payments Advanced and Express Checkout,Pago avanzado y Express Checkout,module,Magento_Paypal
Payments by PayPal (150 X 40),Pagos por PayPal (150 X 40),module,Magento_Paypal
Payments by PayPal (150 X 60),Pagos por PayPal (150 X 60),module,Magento_Paypal
Payments Pro,Payments Pro,module,Magento_Paypal
Payments Pro and Express Checkout,Los pagos Pro y Express Checkout,module,Magento_Paypal
Payments Pro Hosted Solution,Solución alojada de Payments Pro,module,Magento_Paypal
Payments Standard,PayPal pagos estándar,module,Magento_Paypal
PayPal,PayPal,module,Magento_Paypal
PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,Soluciones de pago todo en uno de PayPal&nbsp;&nbsp;<i>Acepte y procese tarjetas de crédito y pagos de PayPal.</i>,module,Magento_Paypal
PayPal All-in-One Payment Solutions&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,Soluciones de pago todo en uno de PayPal&nbsp;<i>Acepte y procese tarjetas de crédito y pagos de PayPal.</i>,module,Magento_Paypal
PayPal Balance Manager function of PayPal account,Función del gestor de saldo de PayPal de la cuenta de PayPal,module,Magento_Paypal
PayPal Billing Agreement Settings,Configuración del acuerdo de facturación de PayPal,module,Magento_Paypal
PayPal Buyer Warranty Bonus,Bonificación de garantía del comprador en PayPal,module,Magento_Paypal
"PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process.","PayPal no podrá procesar órdenes con un cero saldo pendiente. Para finalizar su compra, por favor pasar por el proceso de pago estándar.",module,Magento_Paypal
"PayPal can\'t process orders with a zero balance due. To finish your purchase, please go through the standard checkout process.","PayPal no puede procesar órdenes con saldo nulo. Para terminar su compra, pase por el proceso de pago estándar.",module,Magento_Paypal
PayPal Canceled Reversal,PayPal canceló la revocación,module,Magento_Paypal
PayPal Credit,PayPal Credit,module,Magento_Paypal
PayPal Debit Card Cash Advance,Adelanto de efectivo de una tarjeta de débito en PayPal,module,Magento_Paypal
PayPal Debit Card Withdrawal from ATM,Retiro de dinero de tarjeta de débido de PayPal desde un cajero automático,module,Magento_Paypal
PayPal Express Checkout,Pago exprés de PayPal,module,Magento_Paypal
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https://www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>","PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https://www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>",module,Magento_Paypal
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>","PayPal Express Checkout te permite dar a los clientes acceso a financiamiento a través de PayPal Credit® - sin costo adicional para usted.                         Le pagan por adelantado, a pesar de que los clientes tengan más tiempo para pagar. Un botón de pago previamente integrado permite a los clientes pagar rápidamente con PayPal Credit®.                         <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank""> Ver más</a>",module,Magento_Paypal
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                ","Compras PayPal Express le permite a sus clientes acceder a financiamiento de Crédito PayPal - sin costo adicional para usted.
                        Se le paga de inmediato. Un botón pre integrado le permite a sus clientes pagar rápidamente con Crédito PayPal.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Entérese de más</a>
                ",module,Magento_Paypal
PayPal Express Checkout Token does not exist.,El símbolo para la Salida Express con Paypal no existe.,module,Magento_Paypal
PayPal Fee Information,Información de tarifa de PayPal,module,Magento_Paypal
PayPal gateway has rejected request. %1,La puerta de enlace de PayPal ha rechazado la solicitud. %s,module,Magento_Paypal
PayPal Guest Checkout Credit Card Icons,PayPal Guest Checkout Credit Card Icons,module,Magento_Paypal
PayPal Merchant Pages Style,Estilo de la página de la tienda en PayPal,module,Magento_Paypal
PayPal Payment Gateways,Puertas de Enlace de Pago PayPal,module,Magento_Paypal
PayPal Payment Gateways&nbsp;<i>Process payments using your own internet merchant account.</i>,Pasarelas de pago de PayPal&nbsp;<i>Procese los pagos utilizando su propia cuenta mercantil de Internet.</i>,module,Magento_Paypal
PayPal Payment Solutions,Soluciones de Pago PayPal,module,Magento_Paypal
PayPal Product Logo,Logotipo del producto en PayPal,module,Magento_Paypal
PayPal Protection Bonus,Bono de protección de PayPal,module,Magento_Paypal
PayPal recommends that you set up an additional User on your account at manager.paypal.com,PayPal recomienda que configure otro usuario en su cuenta en manager.paypal.com,module,Magento_Paypal
"PayPal recommends you set up an additional User on your account at manager.paypal.com, instead of entering your admin username and password here. This will enhance your security and prevent service interruptions if you later change your password. If you do not want to set up an additional User, you can re-enter your Merchant Login here.","PayPal recomienda que configure otro usuario en su cuenta en manager.paypal.com, en lugar de introducir su nombre de usuario de administrador y su contraseña aquí. Esto mejorará el grado de seguridad y evitará interrupciones del servicio si cambia la contraseña posteriormente. Si no desea configurar otro usuario, puede volver a introducir su nombre de usuario minorista aquí.",module,Magento_Paypal
PayPal Reference ID,Id. de referencia de PayPal,module,Magento_Paypal
PayPal Reference ID Type,Tipo de Id. de referencia de PayPal,module,Magento_Paypal
PayPal response hasn't required fields.,La respuesta de PayPal no tiene campos obligatorios.,module,Magento_Paypal
PayPal response hasn\'t required fields.,La respuesta de PayPal no tiene campos obligatorios.,module,Magento_Paypal
PayPal retains reports for 45 days.,PayPal almacena los informes durante 45 días.,module,Magento_Paypal
PayPal Reversed,PayPal Revertido,module,Magento_Paypal
PayPal Section,Sección de PayPal,module,Magento_Paypal
PayPal Settlement,Liquidamiento de PayPal,module,Magento_Paypal
PayPal Settlement Reports,Informes de liquidación de PayPal,module,Magento_Paypal
"PayPal will automatically display each enabled funding option to eligible buyers.
                                For example, PayPal Credit is only shown to buyers in countries where PayPal Credit is
                                offered and the currency offered by the merchant is USD.","PayPal will automatically display each enabled funding option to eligible buyers.
                                For example, PayPal Credit is only shown to buyers in countries where PayPal Credit is
                                offered and the currency offered by the merchant is USD.",module,Magento_Paypal
Pending PayPal,Pendiente de pago en PayPal,module,Magento_Paypal
Pill,Pill,module,Magento_Paypal
Place Order,Realizar Pedido,module,Magento_Paypal
Place Order Using Billing Agreements,Hacer el pedido utilizando los acuerdos de facturación,module,Magento_Paypal
Please agree to all the terms and conditions before placing the order.,Acepte todos los términos y condiciones antes de realizar el pedido.,module,Magento_Paypal
Please do not refresh the page until you complete payment.,No actualice la página hasta que complete el pago.,module,Magento_Paypal
Please Select,Por favor seleccione,module,Magento_Paypal
Please select a shipping method...,"Por favor, elija un método de envío...",module,Magento_Paypal
Please specify the correct billing agreement ID and try again.,"Por favor, especifique el ID de acuerdo facturación correcta y vuelva a intentarlo.",module,Magento_Paypal
Please update order data to get shipping methods and rates,"Por favor, actualice los datos del pedido para obtener métodos de envío y tarifas",module,Magento_Paypal
Points Incentive Redemption,Puntos de incentivo por cancelación,module,Magento_Paypal
Position,Posición,module,Magento_Paypal
Postage Payment to either USPS or UPS,Pago de los Gastos de Envío bien a USPS o a UPS,module,Magento_Paypal
"Preapproved Payment (BillUser API, either sent or received",Pagos previamente aprobados (BillUser API) enviados o recibidos,module,Magento_Paypal
Preapproved Payment ID,Identificación del Pago Pre-autorizado,module,Magento_Paypal
Price,Precio,module,Magento_Paypal
Process payments using your own internet merchant account.,Procese pagos mediante su propia cuenta de minorista en internet.,module,Magento_Paypal
Product Pages,Product Pages,module,Magento_Paypal
Proxy Host,Servidor Proxy,module,Magento_Paypal
Proxy Port,Puerto proxy,module,Magento_Paypal
Publisher ID,ID de editor,module,Magento_Paypal
Purchase Point,Punto de compra,module,Magento_Paypal
Purchased,Comprado,module,Magento_Paypal
Qty,Cant.,module,Magento_Paypal
Reauthorization,Reautorización,module,Magento_Paypal
Recommended Solutions:,Recommended Solutions:,module,Magento_Paypal
Rectangle,Rectangle,module,Magento_Paypal
Reference ID,ID de referencia,module,Magento_Paypal
Reference ID:,ID de referencia:,module,Magento_Paypal
Reference Information,Información de Referencia,module,Magento_Paypal
Reimbursement for a chargeback.,Devolución o reembolso.,module,Magento_Paypal
Reimbursement of Chargeback,Reembolso de una transacción devuelta,module,Magento_Paypal
Reject Transaction if:,Rechazar la transacción si:,module,Magento_Paypal
Related Orders,Pedidos relacionados,module,Magento_Paypal
Report Date,Fecha del informe,module,Magento_Paypal
Reports,Informes,module,Magento_Paypal
Requested payment method does not match with order.,Requerimiento de pago no coincide con el orden.,module,Magento_Paypal
Require Customer's Billing Address,Exija la dirección de facturación del cliente,module,Magento_Paypal
Require CVV Entry,Requiere el código de seguridad de la tarjeta,module,Magento_Paypal
Required PayPal Settings,Configuración obligatoria de PayPal,module,Magento_Paypal
Required to display a banner,Necesario para mostrar un banner,module,Magento_Paypal
Responsive,Responsive,module,Magento_Paypal
Reversal,Inversión,module,Magento_Paypal
Reversal of an adjustment.,Revocación de un ajuste.,module,Magento_Paypal
Reversal of General Account Hold,Revocación de cargo general en cuenta,module,Magento_Paypal
Reversal of hold for Dispute Investigation,Reposición por la investigación de la disputa,module,Magento_Paypal
Reversal of Points Usage,Inversión de los puntos de utilización,module,Magento_Paypal
Reward Voucher Redemption,Realizar canje de vales,module,Magento_Paypal
Sale,Venta,module,Magento_Paypal
Sales,Ventas,module,Magento_Paypal
Sandbox Credentials,Credenciales de Supervisión,module,Magento_Paypal
Sandbox Mode,Modo de prueba,module,Magento_Paypal
sandbox_button_label,sandbox_button_label,module,Magento_Paypal
Save credit card info for future use.,Guardar información de tarjeta de crédito para uso futuro.,module,Magento_Paypal
Save credit card information for future use.,Guarde la información de la tarjeta de crédito para uso futuro.,module,Magento_Paypal
Save for later use.,Guardar para uso posterior.,module,Magento_Paypal
Schedule,Programa,module,Magento_Paypal
Scheduled Fetching,Compra programada,module,Magento_Paypal
"See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.","Ver detalles de compatibilidad con la función PayPal y lista de regiones compatibles <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank""> aquí</a>.",module,Magento_Paypal
See terms,Ver términos,module,Magento_Paypal
Select Responsive to ensure the PayPal button renders correctly on mobile devices.,Select Responsive to ensure the PayPal button renders correctly on mobile devices.,module,Magento_Paypal
Send Email Confirmation,Enviar confirmación por correo electrónico,module,Magento_Paypal
Settlement Consolidation,Consolidación del acuerdo,module,Magento_Paypal
Settlement of a chargeback.,Liquidación de una transacción devuelta.,module,Magento_Paypal
Settlement Report Settings,Ajustes del informe de liquidación,module,Magento_Paypal
SFTP Credentials,Credenciales SFTP,module,Magento_Paypal
Shape,Shape,module,Magento_Paypal
Ship To,Enviar a,module,Magento_Paypal
Ship-to Name,Enviar a nombre de,module,Magento_Paypal
Shipping Address,Versandadresse,module,Magento_Paypal
Shipping Information,Información de envío,module,Magento_Paypal
Shipping Method,Método de envío,module,Magento_Paypal
Shop now using (150 X 40),Compre ahora usando (150 X 40),module,Magento_Paypal
Shop now using (150 X 60),Compre ahora utilizando (150 X 60),module,Magento_Paypal
Shortcut,Acceso directo,module,Magento_Paypal
Shortcut Buttons Flavor,Tipo de Botones de Atajo,module,Magento_Paypal
Sidebar (right),Barra lateral (derecha),module,Magento_Paypal
Sign a billing agreement to streamline further purchases  with PayPal.,Firma un acuerdo de facturación para agilizar futuras compras con PayPal.,module,Magento_Paypal
Sign a billing agreement to streamline further purchases with PayPal.,Firma un acuerdo de facturación para agilizar futuras compras con PayPal.,module,Magento_Paypal
Silver,Silver,module,Magento_Paypal
Size,Tamaño,module,Magento_Paypal
Skip Order Review Step,Saltar el paso de resumen del pedido,module,Magento_Paypal
Something went wrong while processing your order.,Algo salió mal durante el procesamiento de su pedido.,module,Magento_Paypal
Something went wrong with your request. Please try again later.,"Algo fue mal con su solicitud. Por favor, intentalo de nuevo.",module,Magento_Paypal
"Sorry, but something went wrong","Lo sentimos, pero algo salió mal",module,Magento_Paypal
"Sorry, but something went wrong. Please contact PayPal customer service.","Lo sentimos, pero algo salió mal. Por favor, póngase en contacto con servicio al cliente de PayPal.",module,Magento_Paypal
"Sorry, no quotes are available for this order right now.","Lo sentimos, no hay cotizaciones disponibles para este pedido en este momento.",module,Magento_Paypal
"Sorry, something went wrong.","Lo sentimos, algo salió mal.",module,Magento_Paypal
"Sorry, something went wrong. Please try again later.","Lo sentimos, algo salió mal. Por favor Inténtalo más tarde.",module,Magento_Paypal
Sort Order,Tipo de orden,module,Magento_Paypal
Sort Order PayPal Credit,Ordenar el crédito de PayPal,module,Magento_Paypal
Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,Especifica cuál es el período de autorización de la cuenta de PayPal del comerciante. Tiene que ser igual a la configuración de PayPal.,module,Magento_Paypal
Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,Especifica cuál es el período de validez del pedido de la cuenta de PayPal del comerciante. Tiene que ser igual a la configuración de PayPal.,module,Magento_Paypal
Start Date,Fecha de inicio,module,Magento_Paypal
Static,Estático,module,Magento_Paypal
Status,Estado,module,Magento_Paypal
Status:,Estado:,module,Magento_Paypal
Submitting order information...,Enviando la información del pedido...,module,Magento_Paypal
Subscription ID,ID de Suscripción,module,Magento_Paypal
"Subscription Payment, either payment sent or payment received","Pago de suscripción, bien sea pago enviado o recibido",module,Magento_Paypal
Subtotal,Subtotal,module,Magento_Paypal
"Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.","Apoyo de American Express las tarjetas requieren acuerdo adicional. Más información en <a href=""http://www.paypal.com/amexupdate""> http://www.paypal.com/amexupdate</a>.",module,Magento_Paypal
Test Mode,Modo de prueba,module,Magento_Paypal
The authorized amount is %1.,El monto autorizado es %1.,module,Magento_Paypal
The background color for the checkout page around the header and payment form.,El color de fondo para la página de pago en la forma de pago y encabezado.,module,Magento_Paypal
The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.,El color de fondo para el encabezado de la página de pago. Código de color hexadecimal HTML de minúsculas seis caracteres en ASCII.,module,Magento_Paypal
"The billing agreement ""%1"" has been canceled.","El acuerdo de facturación ""%s"" se ha cancelado.",module,Magento_Paypal
"The billing agreement ""%1"" has been created.","El acuerdo de facturación ""%s"" se ha creado.",module,Magento_Paypal
The Billing Agreement status is not set.,El estado de facturación de acuerdo no se establece.,module,Magento_Paypal
The customer ID is not set.,No se ha establecido la Id. del cliente.,module,Magento_Paypal
The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.,"El número de autorizaciones infantiles por defecto de su cuenta de PayPal es 1. Para tener autorizaciones múltiples, póngase en contacto con PayPal para solicitar un aumento.",module,Magento_Paypal
"The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.","La imagen en la parte superior izquierda de la página de pago. Tamaño máximo es 750 x 90 píxeles. <strong style=""color:red""> https</strong> es muy animado.",module,Magento_Paypal
"The installment feature is available only in these locales: en_MX, es_MX, en_BR, pt_BR.","The installment feature is available only in these locales: en_MX, es_MX, en_BR, pt_BR.",module,Magento_Paypal
The maximum number of child authorizations is reached.,Se ha alcanzado el número máximo de autorizaciones infantiles.,module,Magento_Paypal
The merchant account is not yet verified.,Todavía no se ha verificado la cuenta de vendedor.,module,Magento_Paypal
The merchant holds a non-U.S. account and doesn't have a withdrawal mechanism.,El comerciante no posee una cuenta de EEUU ni tampoco un mecanismo de retirada de dinero.,module,Magento_Paypal
The merchant holds a non-U.S. account and doesn\'t have a withdrawal mechanism.,El comerciante tiene una cuenta no estadounidense y no tiene un mecanismo de retiro.,module,Magento_Paypal
"The order wasn't placed. First, agree to the terms and conditions, then try placing your order again.","No se realizó el pedido. Primero, acepte los términos y condiciones, luego intente realizar su pedido nuevamente.",module,Magento_Paypal
The ordering amount of %1 is pending approval on the payment gateway.,La cantidad de pedidos de %1 está pendiente de aprobación en la pasarela de pago.,module,Magento_Paypal
The payment couldn't be processed at this time. Please try again later.,"El pago no pudo ser procesado en este momento. Por favor, inténtelo de nuevo más tarde.",module,Magento_Paypal
The payment currency doesn't match any of the merchant's balances currency.,La moneda de pago no coincide con ninguna de las monedas de saldo del vendedor.,module,Magento_Paypal
The payment currency doesn\'t match any of the merchant\'s balances currency.,La moneda de pago no coincide con ninguna de las divisas del comerciante.,module,Magento_Paypal
The payment eCheck is not cleared.,El cheque de pago electrónico no se borra.,module,Magento_Paypal
The payment is authorized but not settled.,"El pago se ha autorizado, pero no se ha realizado.",module,Magento_Paypal
The payment is pending because it was made to an email address that is not yet registered or confirmed.,El pago está pendiente porque se ha realizado a una dirección de mail que todavía no se ha registrado o confirmado.,module,Magento_Paypal
The payment is pending while it is being reviewed by PayPal for risk.,"El pago está pendiente, PayPal lo está revisando para asegurarse.",module,Magento_Paypal
The payment method code is not set.,No se establece el código de método de pago.,module,Magento_Paypal
The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.,El pago se ha realizado mediante tarjeta de crédito. Para recibir los fondos el vendedor tiene que actualizar la cuenta a estado Business o Premier.,module,Magento_Paypal
The PayPal certificate does not exist.,No existe el certificado de PayPal.,module,Magento_Paypal
The PayPal certificate file is empty.,El archivo de certificado de PayPal está vacío.,module,Magento_Paypal
The PayPal gateway rejected the request. %1,Rechaza la pasarela de PayPal. %1,module,Magento_Paypal
The reference ID is not set.,No se estableció el ID de referencia.,module,Magento_Paypal
The verification transaction can't be voided.,La transacción de verificación no se puede anular.,module,Magento_Paypal
The verification transaction can't be voided. ,La transacción de verificación no puede ser anulada. ,module,Magento_Paypal
There are no billing agreements yet.,Todavía no hay acuerdos de facturación.,module,Magento_Paypal
This customer didn't include a confirmed address.,Este cliente no incluye una dirección confirmada.,module,Magento_Paypal
This customer didn\'t include a confirmed address.,Este cliente no incluyó una dirección confirmada.,module,Magento_Paypal
This feature needs be enabled first for the merchant account through PayPal technical support.,Esta característica necesita primero ser activada para la cuenta comercial a través del soporte técnico de PayPal.,module,Magento_Paypal
Time of Day,Hora del día,module,Magento_Paypal
Title,Título,module,Magento_Paypal
"To check out, please sign in with your email address.","Para hacer check out, por favor ingrese usando su cuenta de correo.",module,Magento_Paypal
to learn more.,para obtener más información.,module,Magento_Paypal
"To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website.","Para usar PayPal Payflow Link, debe configurar su cuenta de PayPal Payflow Link en el sitio web de PayPal.",module,Magento_Paypal
"To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website.","Para utilizar PayPal Payments Advanced, debe configurar su cuenta PayPal Payments Advanced en el sitio web de PayPal.",module,Magento_Paypal
"To use PayPal Payments Advanced, you must configure your PayPal Payments Advanced account on the PayPal website.","Para usar PayPal Payments Advanced, debe configurar su cuenta de PayPal Payments Advanced en el sitio web de PayPal.",module,Magento_Paypal
Transaction has been declined,La operación ha sido declinada,module,Magento_Paypal
Transaction ID,Número identificativo de la transacción,module,Magento_Paypal
Transaction Information,Información de Transacción,module,Magento_Paypal
Transaction reversal by PayPal administrators.,Revocación de la transacción por parte de los administradores de PayPal.,module,Magento_Paypal
Transaction reversal due to fraud detected by PayPal administrators.,Los administradores de PayPal han revocado la transacción a causa de la detección de fraude.,module,Magento_Paypal
Transfer Cart Line Items,Transferir la línea de los artículos en el carrito,module,Magento_Paypal
Transfer Shipping Options,Transferir las opciones de envío,module,Magento_Paypal
Triggered Fraud Filters,Filtros de Fraude Desencadenados,module,Magento_Paypal
Unable to cancel Express Checkout,No se ha podido cancelar la Salida Express,module,Magento_Paypal
Unable to fetch transaction details.,No se puede obtener detalles de la transacción.,module,Magento_Paypal
Unable to make payment authorization.,No se puede realizar la autorización de pago.,module,Magento_Paypal
Unable to save Billing Agreement:,No se puede guardar el contrato de facturación:,module,Magento_Paypal
Unknown reason. Please contact PayPal customer service.,"Razones desconocidas. Por favor, contacte el servicio de atención al cliente de PayPal.",module,Magento_Paypal
Update Shipping Method,Actualizar modo de envío,module,Magento_Paypal
Updated,Actualizado,module,Magento_Paypal
Updated At,Actualicado el,module,Magento_Paypal
Updated:,Actualizado:,module,Magento_Paypal
URL method for Cancel URL and Return URL,Método de URL para URL de cancelación y URL de retorno,module,Magento_Paypal
"Use colon to specify port. For example: ""test.example.com:5224"".","Utilice dos puntos para especificar el puerto. Por ejemplo: ""prueba.ejemplo.com:5224"".",module,Magento_Paypal
Use Proxy,Utilizar Proxy,module,Magento_Paypal
User,Usuario,module,Magento_Paypal
User-initiated Currency Conversion,Conversión de moneda iniciada por el usuario,module,Magento_Paypal
Vault Enabled,Bóveda habilitada,module,Magento_Paypal
Vault Title,Título de la bóveda,module,Magento_Paypal
Vendor,Vendedor,module,Magento_Paypal
Vertical,Vertical,module,Magento_Paypal
View,Ver,module,Magento_Paypal
View Demo,Vea la demostración,module,Magento_Paypal
View Order,Ver pedido,module,Magento_Paypal
View Transaction,Ver transacción,module,Magento_Paypal
View Transaction Details,Ver detalles de la transacción,module,Magento_Paypal
Virtual PayPal Debit Card Transaction,Transacción de tarjeta de débito de PayPal virtual,module,Magento_Paypal
Virtual Terminal Payment,Pago Terminal virtual,module,Magento_Paypal
Void,Nulo,module,Magento_Paypal
We are connecting to the PayPal SFTP server to retrieve new reports. Are you sure you want to continue?,Conectándose al servidor SFTP de PayPal para recuperar nuevos informes. ¿Estás seguro de querer continuar?,module,Magento_Paypal
We can't cancel the billing agreement.,No se ha podido cancelar el acuerdo de facturación.,module,Magento_Paypal
We can't contact the PayPal gateway.,No podemos establecer contacto con el gateway de PayPal.,module,Magento_Paypal
We can't create a billing agreement for this order.,No podemos crear un acuerdo de facturación para esta orden.,module,Magento_Paypal
We can't delete the billing agreement.,No se ha podido eliminar el acuerdo de facturación.,module,Magento_Paypal
"We can't fetch reports from ""%1@%2.""","No podemos recuperar informes de ""%1@%2.""",module,Magento_Paypal
We can't initialize Express Checkout review.,No podemos inicializar revisión Checkout Express.,module,Magento_Paypal
We can't initialize Express Checkout.,No podemos inicializar Express Checkout.,module,Magento_Paypal
We can't issue a refund transaction because there is no capture transaction.,Nosotros no podemos emitir una transacción de reembolso porque no hay ninguna operación de captura.,module,Magento_Paypal
We can't place the order.,No se puede realizar el pedido.,module,Magento_Paypal
We can't process Express Checkout approval.,No podemos procesar aprobación Express Checkout.,module,Magento_Paypal
We can't start Express Checkout.,No podemos empezar Express Checkout.,module,Magento_Paypal
We can't start the billing agreement wizard.,Nosotros no podemos iniciar al asistente facturación de acuerdo.,module,Magento_Paypal
We can't update shipping method.,No se puede actualizar el método de envío.,module,Magento_Paypal
We can\'t cancel the billing agreement.,No podemos cancelar el acuerdo de facturación.,module,Magento_Paypal
We can\'t create a billing agreement for this order.,No podemos crear un acuerdo de facturación para este pedido.,module,Magento_Paypal
We can\'t delete the billing agreement.,No podemos eliminar el acuerdo de facturación.,module,Magento_Paypal
"We can\'t fetch reports from ""%1@%2.""","No podemos obtener informes de  ""%1@%2.""",module,Magento_Paypal
We can\'t initialize Express Checkout review.,No podemos inicializar la revisión Express Checkout.,module,Magento_Paypal
We can\'t initialize Express Checkout.,No podemos inicializar Express Checkout.,module,Magento_Paypal
We can\'t issue a refund transaction because there is no capture transaction.,No podemos emitir una transacción de reembolso porque no hay transacción de captura.,module,Magento_Paypal
We can\'t place the order.,No podemos hacer el pedido.,module,Magento_Paypal
We can\'t process Express Checkout approval.,No podemos procesar la aprobación de Checkout Express.,module,Magento_Paypal
We can\'t start Express Checkout.,No podemos iniciar el Checkout Express.,module,Magento_Paypal
We can\'t start the billing agreement wizard.,No podemos iniciar el asistente para el acuerdo de facturación.,module,Magento_Paypal
We can\'t update shipping method.,No podemos actualizar el método de envío.,module,Magento_Paypal
We cannot cancel this order.,We cannot cancel this order.,module,Magento_Paypal
We cannot create a target file for reading reports.,No podemos crear un archivo de destino para la lectura de informes.,module,Magento_Paypal
We cannot send the new order email.,No podemos enviar el nuevo correo electrónico de la orden.,module,Magento_Paypal
We couldn't finish the billing agreement wizard.,No podíamos terminar al asistente facturación de acuerdo.,module,Magento_Paypal
We couldn\'t finish the billing agreement wizard.,No pudimos terminar el asistente para el acuerdo de facturación.,module,Magento_Paypal
"We fetched %1 report rows from ""%2@%3.""",Recupera %1 filas de los reportes de '%2@%3',module,Magento_Paypal
We found nothing to fetch because of an empty configuration.,Encontramos nada que buscar debido a una configuración vacía.,module,Magento_Paypal
We prefer PayPal (150 X 40),Preferimos PayPal (150 X 40),module,Magento_Paypal
